name,quantity,unit,price_per_unit,low_stock_threshold,description
Copper Component Type-301,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 301 for stress verification
Copper Component Type-302,150.5,rolls,45.99,20.0,Fitted bulk element batch number 302 for stress verification
Copper Component Type-303,150.5,sheets,45.99,20.0,Fitted bulk element batch number 303 for stress verification
Copper Component Type-304,150.5,pieces,45.99,20.0,Fitted bulk element batch number 304 for stress verification
Copper Component Type-305,150.5,lbs,45.99,20.0,Fitted bulk element batch number 305 for stress verification
Copper Component Type-306,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 306 for stress verification
Copper Component Type-307,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 307 for stress verification
Copper Component Type-308,150.5,rolls,45.99,20.0,Fitted bulk element batch number 308 for stress verification
Copper Component Type-309,150.5,sheets,45.99,20.0,Fitted bulk element batch number 309 for stress verification
Copper Component Type-310,150.5,pieces,45.99,20.0,Fitted bulk element batch number 310 for stress verification
Copper Component Type-311,150.5,lbs,45.99,20.0,Fitted bulk element batch number 311 for stress verification
Copper Component Type-312,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 312 for stress verification
Copper Component Type-313,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 313 for stress verification
Copper Component Type-314,150.5,rolls,45.99,20.0,Fitted bulk element batch number 314 for stress verification
Copper Component Type-315,150.5,sheets,45.99,20.0,Fitted bulk element batch number 315 for stress verification
Copper Component Type-316,150.5,pieces,45.99,20.0,Fitted bulk element batch number 316 for stress verification
Copper Component Type-317,150.5,lbs,45.99,20.0,Fitted bulk element batch number 317 for stress verification
Copper Component Type-318,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 318 for stress verification
Copper Component Type-319,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 319 for stress verification
Copper Component Type-320,150.5,rolls,45.99,20.0,Fitted bulk element batch number 320 for stress verification
Copper Component Type-321,150.5,sheets,45.99,20.0,Fitted bulk element batch number 321 for stress verification
Copper Component Type-322,150.5,pieces,45.99,20.0,Fitted bulk element batch number 322 for stress verification
Copper Component Type-323,150.5,lbs,45.99,20.0,Fitted bulk element batch number 323 for stress verification
Copper Component Type-324,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 324 for stress verification
Copper Component Type-325,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 325 for stress verification
Copper Component Type-326,150.5,rolls,45.99,20.0,Fitted bulk element batch number 326 for stress verification
Copper Component Type-327,150.5,sheets,45.99,20.0,Fitted bulk element batch number 327 for stress verification
Copper Component Type-328,150.5,pieces,45.99,20.0,Fitted bulk element batch number 328 for stress verification
Copper Component Type-329,150.5,lbs,45.99,20.0,Fitted bulk element batch number 329 for stress verification
Copper Component Type-330,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 330 for stress verification
Copper Component Type-331,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 331 for stress verification
Copper Component Type-332,150.5,rolls,45.99,20.0,Fitted bulk element batch number 332 for stress verification
Copper Component Type-333,150.5,sheets,45.99,20.0,Fitted bulk element batch number 333 for stress verification
Copper Component Type-334,150.5,pieces,45.99,20.0,Fitted bulk element batch number 334 for stress verification
Copper Component Type-335,150.5,lbs,45.99,20.0,Fitted bulk element batch number 335 for stress verification
Copper Component Type-336,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 336 for stress verification
Copper Component Type-337,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 337 for stress verification
Copper Component Type-338,150.5,rolls,45.99,20.0,Fitted bulk element batch number 338 for stress verification
Copper Component Type-339,150.5,sheets,45.99,20.0,Fitted bulk element batch number 339 for stress verification
Copper Component Type-340,150.5,pieces,45.99,20.0,Fitted bulk element batch number 340 for stress verification
Copper Component Type-341,150.5,lbs,45.99,20.0,Fitted bulk element batch number 341 for stress verification
Copper Component Type-342,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 342 for stress verification
Copper Component Type-343,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 343 for stress verification
Copper Component Type-344,150.5,rolls,45.99,20.0,Fitted bulk element batch number 344 for stress verification
Copper Component Type-345,150.5,sheets,45.99,20.0,Fitted bulk element batch number 345 for stress verification
Copper Component Type-346,150.5,pieces,45.99,20.0,Fitted bulk element batch number 346 for stress verification
Copper Component Type-347,150.5,lbs,45.99,20.0,Fitted bulk element batch number 347 for stress verification
Copper Component Type-348,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 348 for stress verification
Copper Component Type-349,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 349 for stress verification
Copper Component Type-350,150.5,rolls,45.99,20.0,Fitted bulk element batch number 350 for stress verification
Copper Component Type-351,150.5,sheets,45.99,20.0,Fitted bulk element batch number 351 for stress verification
Copper Component Type-352,150.5,pieces,45.99,20.0,Fitted bulk element batch number 352 for stress verification
Copper Component Type-353,150.5,lbs,45.99,20.0,Fitted bulk element batch number 353 for stress verification
Copper Component Type-354,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 354 for stress verification
Copper Component Type-355,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 355 for stress verification
Copper Component Type-356,150.5,rolls,45.99,20.0,Fitted bulk element batch number 356 for stress verification
Copper Component Type-357,150.5,sheets,45.99,20.0,Fitted bulk element batch number 357 for stress verification
Copper Component Type-358,150.5,pieces,45.99,20.0,Fitted bulk element batch number 358 for stress verification
Copper Component Type-359,150.5,lbs,45.99,20.0,Fitted bulk element batch number 359 for stress verification
Copper Component Type-360,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 360 for stress verification
Copper Component Type-361,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 361 for stress verification
Copper Component Type-362,150.5,rolls,45.99,20.0,Fitted bulk element batch number 362 for stress verification
Copper Component Type-363,150.5,sheets,45.99,20.0,Fitted bulk element batch number 363 for stress verification
Copper Component Type-364,150.5,pieces,45.99,20.0,Fitted bulk element batch number 364 for stress verification
Copper Component Type-365,150.5,lbs,45.99,20.0,Fitted bulk element batch number 365 for stress verification
Copper Component Type-366,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 366 for stress verification
Copper Component Type-367,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 367 for stress verification
Copper Component Type-368,150.5,rolls,45.99,20.0,Fitted bulk element batch number 368 for stress verification
Copper Component Type-369,150.5,sheets,45.99,20.0,Fitted bulk element batch number 369 for stress verification
Copper Component Type-370,150.5,pieces,45.99,20.0,Fitted bulk element batch number 370 for stress verification
Copper Component Type-371,150.5,lbs,45.99,20.0,Fitted bulk element batch number 371 for stress verification
Copper Component Type-372,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 372 for stress verification
Copper Component Type-373,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 373 for stress verification
Copper Component Type-374,150.5,rolls,45.99,20.0,Fitted bulk element batch number 374 for stress verification
Copper Component Type-375,150.5,sheets,45.99,20.0,Fitted bulk element batch number 375 for stress verification
Copper Component Type-376,150.5,pieces,45.99,20.0,Fitted bulk element batch number 376 for stress verification
Copper Component Type-377,150.5,lbs,45.99,20.0,Fitted bulk element batch number 377 for stress verification
Copper Component Type-378,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 378 for stress verification
Copper Component Type-379,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 379 for stress verification
Copper Component Type-380,150.5,rolls,45.99,20.0,Fitted bulk element batch number 380 for stress verification
Copper Component Type-381,150.5,sheets,45.99,20.0,Fitted bulk element batch number 381 for stress verification
Copper Component Type-382,150.5,pieces,45.99,20.0,Fitted bulk element batch number 382 for stress verification
Copper Component Type-383,150.5,lbs,45.99,20.0,Fitted bulk element batch number 383 for stress verification
Copper Component Type-384,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 384 for stress verification
Copper Component Type-385,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 385 for stress verification
Copper Component Type-386,150.5,rolls,45.99,20.0,Fitted bulk element batch number 386 for stress verification
Copper Component Type-387,150.5,sheets,45.99,20.0,Fitted bulk element batch number 387 for stress verification
Copper Component Type-388,150.5,pieces,45.99,20.0,Fitted bulk element batch number 388 for stress verification
Copper Component Type-389,150.5,lbs,45.99,20.0,Fitted bulk element batch number 389 for stress verification
Copper Component Type-390,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 390 for stress verification
Copper Component Type-391,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 391 for stress verification
Copper Component Type-392,150.5,rolls,45.99,20.0,Fitted bulk element batch number 392 for stress verification
Copper Component Type-393,150.5,sheets,45.99,20.0,Fitted bulk element batch number 393 for stress verification
Copper Component Type-394,150.5,pieces,45.99,20.0,Fitted bulk element batch number 394 for stress verification
Copper Component Type-395,150.5,lbs,45.99,20.0,Fitted bulk element batch number 395 for stress verification
Copper Component Type-396,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 396 for stress verification
Copper Component Type-397,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 397 for stress verification
Copper Component Type-398,150.5,rolls,45.99,20.0,Fitted bulk element batch number 398 for stress verification
Copper Component Type-399,150.5,sheets,45.99,20.0,Fitted bulk element batch number 399 for stress verification
Copper Component Type-400,150.5,pieces,45.99,20.0,Fitted bulk element batch number 400 for stress verification
Copper Component Type-401,150.5,lbs,45.99,20.0,Fitted bulk element batch number 401 for stress verification
Copper Component Type-402,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 402 for stress verification
Copper Component Type-403,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 403 for stress verification
Copper Component Type-404,150.5,rolls,45.99,20.0,Fitted bulk element batch number 404 for stress verification
Copper Component Type-405,150.5,sheets,45.99,20.0,Fitted bulk element batch number 405 for stress verification
Copper Component Type-406,150.5,pieces,45.99,20.0,Fitted bulk element batch number 406 for stress verification
Copper Component Type-407,150.5,lbs,45.99,20.0,Fitted bulk element batch number 407 for stress verification
Copper Component Type-408,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 408 for stress verification
